,Unnamed: 0,SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,Year-年,PageCount-页码
222,269,期刊,“云消费”时代中国茶产业竞争与发展趋势分析,李馥佳,北京财贸职业学院;北京国际商贸中心研究基地;,时代经贸,“云消费”时代;;跨界竞争;;茶饮市场;;创新趋势;;品牌发展,"""云消费""时代线上、线下二元商业结构与消费体验化、便捷化的新特征,使中国茶产业竞争格局发生根本改变。面对年轻的主流消费群体,传统茶品牌根植于""一地一品""中国茶文化深耕市场;国际茶品牌快速渗透,谋求本土化、功能化发展;创新茶品牌跨界竞争,带来全新的营销模式与商业发展思路。各类茶业企业都在积极布局创新,谋求出位抢占市场先机。",2021.0,
223,271,硕士,广州书店建筑的演变及设计探索,葛天琪,华南理工大学,华南理工大学,书店建筑;;广州;;新型书店;;实体书店;;体验经济,"书店是一个城市重要的文化场所和精神文明的体现。近年来我国新型实体书店蓬勃发展,在互联网电商的价格压制下探索出了多元业态、重视体验的经营模式,其中一批具有代表性和示范性的实体书店以其良好的社交环境及文化氛围,成为了城市内部重要的人文景观和市民的聚集地,在本文中以新型书店对其进行统称。事实上,我国新型书店的产生并非一帆风顺,一方面随着全球电商经济的兴起,作为标准化工业产品的书籍受到电商价格的冲击,另一方面,由于我国出版界长期以来承担了为社会保障图书有序供应的责任,图书价格受限,以书籍作为主要经销对象的书店面临内外双重的压力。我国新型书店如何逆转困境成为了近年来在互联网冲击下的实体商业转型的值得研究的课题之一,而建筑环境的改善是其中重要的一环。为了解决这一课题,笔者认为既需要梳理实体书店的发展的历程,从客观物质空间的变化来探寻演变的内容和背后的缘由,也需要系统的对现有的新型书店的设计元素和要点进行细分和对应的研究,这也是本文的主要研究内容和研究方法。广州长时间都是我国商业经营最发达的城市之一,城市内部的新型书店近年来增长迅速,在数量、种类以及发展模式等方面在全国有一定的代表性,由于之前较少有对广州书店的系统研究,本文试图以广州城市的书店建筑为主要对象,对新型书店的发展演变、设计要点和设计策略进行一定的剖析。另一方面,由于新型书店发展早期集中在上海、北京等地,本文较为集中的关注广州城市新型商业的个性而非共性。第一章绪论部分主要从我国实体书店的发展现状、推动原因和未来的发展趋势,对研究背景进行了概述,论述了研究的必要性和建筑学在书店发展中的作用,并总结和归纳了目前国内外关于书店的研究动态,阐明了本文的研究方法和研究框架。第二章结合中国书店的发展历程,以梳理广州的实体书店发展历程为线索,详细论述了广州书店建筑空间的演变历程和变化趋势,弥补了这一块研究历史的空白,揭示了新型书店建筑空间变化的发展背景和缘由。第三章和第四章集中系统分析了实地考察中的广州书店建筑的现状和设计要点,以及地标型书店在功能构成及空间设计方面的重点,通过对广州城市内书店建筑的横向对比和综合分析,其结果具备一定的代表性和示范价值。第五章结合国内外优秀案例,首先简单的指明了新型书店的成功的核心要素,从文化属性和社交属性两个方面进行论述,指出建筑设计如何配合这一趋势进行设计,并结合国内外优秀案例进行了相关论述并编制了相关的指导性建议的任务书。当然值得注意的是,由于新型书店还在迅速增长当中,其发展的模式、方向仍在进行大量的探索。本文主要聚焦在有一定规模的新型书店,在文中也常以地标型书店进行代称,而与之对应的社区书店由于面积较小、售书的功能较为薄弱,本文主要结合广州新型书店中发展较好的地标型书店进行讨论。",2021.0,250.0
224,273,期刊,通感多觉叠加在普洱茶茶饮设计中的应用,孙宁娜; 张博,江苏大学;,包装工程,通感设计;;多觉叠加;;普洱茶茶饮;;情感体验,"目的研究通感多觉叠加在产品设计中的应用策略,完善通感设计理论,探究多觉叠加在产品设计中的应用流程与方法。方法采用文献研究、案例分析、问卷调研、焦点小组等研究方法,以普洱茶茶饮为设计对象,从用户对普洱茶茶饮的情感体验出发,在主题设定、感知关联、感官综合体验、情感共鸣等方面进行探讨,补充提出通感设计中以主题性为核心的设计策略,构建通感多觉叠加的产品设计理论和应用模型。结论丰富通感设计中的多觉叠加理论,梳理出通感多觉叠加在产品设计中的应用流程。以琥珀为主题,设计出一款基于个人休闲场景多维度体验的普洱茶茶具与茶包,丰富了用户在普洱茶饮用过程中的多感官情感体验,对通感多觉叠加在产品设计中的应用进行了探索。",2021.0,
225,255,硕士,以95后消费需求为导向的新式茶饮设计,黄熊壮,南京艺术学院,南京艺术学院,新式茶饮;;95后;;消费需求;;产品设计,"我国作为茶叶发源国与茶叶大国,茶叶产量的增长却没有对应的消费体量与之匹配,导致中国茶叶市场存在一定供过于求的发展问题。如何解决产能过剩问题已经成为茶饮消费市场和茶叶企业亟待解决的问题。新式茶饮是在消费升级的推动下,经历了多次迭代后发展至今,逐渐接轨原叶茶市场,对原叶茶的需求量逐年提升。新式茶饮虽然发展迅猛,但与茶叶市场的整体规模相比仍只是冰山一角。之所以造成该问题,既有传统茶饮市场的局限性,也有新式茶饮市场的局限性。因此,传统茶饮与新式茶饮中存在的市场空白区,成为新式茶饮广阔的潜在市场和发展机会点。新型消费人群的兴起为消费市场注入了更多活力,这类人群拥有不容小觑的消费能力。从茶饮消费市场的角度,对“Z世代”人群的消费心理、消费行为和消费需求等方面加以关注并进行研究分析,对中国茶叶市场的未来发展趋势和相关企业制定品牌发展规划有着重要的作用和意义。95后是新式茶饮市场中的主要消费人群,占据近7成的市场。从消费频次、消费支出方面反映出95后的新式茶饮消费量相当可观。目前,95后在新式茶饮的消费中较以往有所差异。在未来,95后的消费需求会深刻影响到茶饮市场的发展趋势与方向。通过面向目标群体开展针对性的设计研究与实践,探索一套有效的以设计为导向的产品创新方法,对于茶饮市场的经济发展具有一定指导意义。在设计实践中,对产品进行重新定义,系统性地构建产品组成框架。挖掘中国传统文化文素,建立感官符号,进行品牌价值构建。基于情感化体验需求,创新饮茶体验方式,最终输出新式茶饮产品设计解决方案。",2021.0,80.0
226,256,硕士,大学新生中医体质与健康生活方式相关性研究,顾霖,上海中医药大学,上海中医药大学,大学新生;;中医体质类型;;健康生活方式;;体质调养,"目的 通过调查上海中医药大学2020级本科新生中医体质和健康生活方式,分析大学新生健康生活方式及与中医体质的相关性,并对该人群中的气虚质、阳虚质和湿热质进行健康宣教和12周的代茶饮调养,进一步探讨大学生中医体质与健康生活方式之间的相关性,为在校大学生中医特色健康管理模式的建立提供参考。 方法 选用《中医体质分类与判定》量表和健康促进生活方式(HPLP-Ⅱ)量表,通过整群抽样的方法,对上海中医药大学2020级新生进行中医体质和健康生活方式的横断面调查。收集大学新生体质健康数据,描述和比较大学新生中医体质类型与健康生活方式差异,采用回归统计分析中医体质与健康促进生活方式6个维度的相关性,分析影响大学生体质类型的生活方式。根据文献研究和调查结果,提出大学生偏颇体质调养方案,并对该人群中偏颇体质占比排序前三位的气虚质、阳虚质和湿热质开展体质调养研究,三种偏颇体质分别遵循自愿原则设立宣教组和茶饮组,共计6组。借助健康宣教和12周代茶饮调养,根据调养前后中医体质转化分和健康促进生活方式得分变化,分析大学新生体质与健康生活方式的促进作用。 结果 1、参与调查的2020级本科新生总人数915名,其中平和质528人,占总人数57.7%。偏颇体质387人,占42.3%。排名前三位的偏颇体质依次是气虚质(20.0%)、湿热质(16.8%)、阳虚质(16.6%)。 2、2020级本科新生健康促进生活方式等级为优130人(14.2%)、良好468人(51.1%)、一般315人(34.4%)、差2人(0.2%)。平和质新生生活方式优良占76.1%,偏颇体质新生生活方式优良占50.7%,秩和检验不同中医体质类型与健康促进生活方式等级有统计学差异。采用独立样本t检验,不同体质新生健康促进生活方式得分具有显著差异,平和质新生健康促进生活方式平均得分149.30±24.64,偏颇体质新生平均得分132.41±19.86。 3、中医体质类型与健康促进生活方式的6个维度回归分析。平和质与压力管理、健康责任、运动锻炼和精神成长4个维度具有关联,OR值大于1。气虚质与压力管理、健康责任、人际关系相关,阳虚质与压力管理和运动锻炼相关,阴虚质与精神成长和健康责任相关,痰湿质与运动锻炼和精神成长相关,湿热质与营养和精神成长相关,血瘀质与营养和精神成长相关,气郁质与健康责任、压力管理和精神成长相关,特禀质与精神成长相关,OR值均小于1。 4、气虚质茶饮组和气虚质宣教组的体质转化分减分率为24.22%和15.87%,湿热质茶饮组和湿热质宣教组的体质转化分减分率为29.17%和22.70%。阳虚质茶饮组和阳虚质宣教组的体质转化分减分率为34.52%和9.66%,阳虚质茶饮组体质转化分减分率显著高于宣教组。 结论 1、2020级大学新生人群平和质占比高于偏颇体质,优于中国一般人群中医体质分布常模(28.98%),占比前三的偏颇体质与该常模中15-24岁年龄段人群一致。 2、积极的健康生活方式对平和体质可能具有促进作用,对偏颇体质可能具有减缓作用。 3、健康宣教和代茶饮调养均可改善偏颇体质,阳虚质茶饮组比宣教组的偏颇体质改善效果更显著,同时健康促进生活方式也得到相应提高。 4、大学生中医体质与健康生活方式存在相关。",2021.0,86.0
227,257,硕士,多源空间数据支持下新式茶饮门店选址研究,侯中言,江西理工大学,江西理工大学,多源空间数据;;新式茶饮;;选址问题;;POI;;GIS;;机器学习,"门店选址直接影响店铺的盈利和存续。在既有的研究中,门店选址主要分为两种,一种是基于GIS的选址,这种方法通常高度依赖于GIS软件,大量使用空间分析工具,虽然效果直观、操作方便,但仍然受限于软件本身的性能和方法本身的局限性;另一种是使用数据分析软件对数据进行探索性分析,基于分析结果使用合适的数学建模方法进行模拟和预测,这种方式有较高的准确率但在处理空间数据方面算法较为复杂。近年来随着互联网、人工智能、空间大数据的发展和LBS应用的普及,为使用多源空间数据进行选址问题的研究提供了可能。本文使用互联网爬虫技术获取来自公开网站的众源地理大数据和商业开源数据,将GIS软件和机器学习方法结合起来,对深圳市新式茶饮门店的选址问题展开研究,主要包括如下工作:首先,根据选址理论成果和研究对象本身的实际情况,分析了影响新式茶饮门店选址的各项因素,并归纳为人口因素、交通因素、竞争因素、其他因素等四类;其次,使用网络爬虫爬取了高德地图POI数据、高德地图交通态势数据、链家网二手房房价数据、来自大众点评和美团的点评数据,从政府公开平台上获取了城市更新规划数据,结合选址影响因素构建了用于模型训练的特征,并使用改进的特征选择方法对初始特征集合进行特征选择;第三,将选址问题转化为二分类问题,使用机器学习算法中常用的分类算法包括Logistic回归、支持向量机、BP神经网络和随机森林分类器对数据集进行了训练,并结合模型评价指标体系对模型的性能进行了评价;最后,基于模型评价结果,选出最适合本文研究的选址模型,将模型结果进行了可视化,同时依据特征选择和模型训练的结果对门店选址影响因素进行了讨论,并提出了新式茶饮门店选址模型的改进建议。",2021.0,65.0
228,258,硕士,传播仪式观视角下茶饮品牌传播研究,张容睿,兰州财经大学,兰州财经大学,传播仪式观;;茶饮品牌传播;;喜茶,"随着新媒体技术的蓬勃发展,信息传播格局也发生了深刻的变化,形成了新型主流媒体、自媒体以及商业媒体三足鼎立的局面。依靠传统主流媒体进行品牌传播的方式已不适应时代发展的潮流,为求得一丝生存的空间各个品牌们都在自媒体的地盘上发力,构建与消费者的新型平等关系,“互联消费者”构筑起了新的消费者社会。消费者行为与消费习惯的变化,也为品牌传播带来巨大的变化。茶饮品牌传播逐渐从大众传播时代的模式中走出,形成了基于新传播生态的品牌传播实践路径。詹姆斯·凯瑞(James Carey)提出的传播仪式观理论开辟了传播学研究的新视角,突出受众的主体性与传播过程的仪式隐喻,揭示出传播的本质是意义的共享。本文以传播的仪式观理论为研究视角,选取茶饮品牌传播实践颇具典型的喜茶为研究对象,对其品牌传播活动进行研究与分析。首先,通过极简漫画元素的设计和国潮风格的碰撞,喜茶从符号角度构建品牌仪式传播的雏形,通过仪式化的产品形象打造品牌传播的仪式感。其次,喜茶在线上利用开放的内容生产模式和多媒体渠道,构建品牌传播阵地;线下通过实体空间共享形成品牌体验中心和社区,为消费者构建了一个分享爱好、观点和信仰的传播场域,为品牌社群的形成和聚集创造了条件。最后,喜茶的粉丝和相关KOL作为仪式的主体在小红书社区进行互动,不仅从中获取与喜茶品牌或产品相关的内容信息,更加入其中进行内容的再生产,与其他粉丝共享信仰与价值观,通过跨时空或亲身在场的表演与想象构建了一个“想象的共同体”,分享故事、表达态度,以此加强对自我和群体的认同。综上,喜茶在品牌传播活动中注重传播的过程性,深挖与粉丝的情感联接,打造以茶饮和品牌文化为中心的都市生活方式圈,将品牌传播活动与粉丝之间的互动转化为一种品牌文化的共享仪式,这些都为互联网时代茶饮品牌传播实践提供了价值与启示。",2021.0,63.0
229,259,硕士,一点点奶茶营销策略优化研究,伍晔,湖南大学,湖南大学,一点点奶茶;;现制茶饮;;营销策略;;精准营销,"随着广大消费者消费观念的升级和对健康追求的提升,以粉末冲调的的初代茶饮逐渐被市场淘汰,新式茶饮市场的规模在网红经济崛起的背景下迅速扩大。当前在现制茶饮市场上有“一点点、喜茶、茶颜悦色”等多个知名品牌。其中一点点奶茶是来自台湾的奶茶品牌,自品牌创立以来在大陆地区深受欢迎,目前已经在全国范围连锁开店近三千家。本文以一点点奶茶为研究对象,结合一点点奶品牌的现状对其宏观、行业和内部环境进行分析,明确营销策略设计的重点。其次,随后针对长沙现制茶饮市场设计市场调查问卷,通过问卷调查调研分析消费者对的现制茶饮及一点点奶茶的服务感知,设计有针对性的营销策略。最后,依据市场调查结果和一点点外卖数据的分析,针对其营销存在问题阐述一点点奶茶营销策略优化研究的设计思路。其中产品策略包括研发迎合消费者需求的新产品、及时调整产品菜单结构、打造文化创意联名产品;价格策略包括注重品牌价值的定价策略和体现价格竞争优势的灵活定价策略;渠道策略包括优化广告投放媒介、社群促销、自媒体营销和拓展线上销售渠道;促销策略包括线下门店促销和外卖平台促销。最后建议从组织、人员、物料多角度对一点点奶茶营销策略提供实施保障。本文通过对一点点奶茶营销策略的优化研究,为一点点奶茶品牌的营销策略提供一定的参考价值。除此之外,本文的研究方向、研究思路与营销策略建议都将对现制茶饮行业提供一定的借鉴和启发。",2021.0,69.0
230,260,硕士,北岩茶业肉桂茶包新品上市整合营销传播策划方案,吴静雯,南京大学,南京大学,茶叶;;茶包;;北岩茶业;;整合营销策划;;AISAS法则,"茶叶营销模式在互联网新零售大趋势下正面临着倒逼式的转型升级,面对日渐复杂的外部环境,北岩茶业仍保留着传统的产品思维和经营思路,对竞品的关注不及时、对消费者需求理解的不深入、传播矩阵搭建和利用方式比较简单等弱点日益明显,以至于在品牌路线上出现轻微偏差。如今,外资快消增长乏力,新式茶饮虎视眈眈,许多电商出身的国产新茶叶品牌正在飞速扩大市场占有,传统茶叶品牌迎来大洗牌。头部传统茶叶品牌得以保留,腰部及以下品牌如不尽快做出应对行动,难免沦为其他品牌的供应商。本案欲提供北岩茶业一种新的突围思路:结合自身与“岩茶”的强关联,走在拥抱年轻的前沿,在电商环境中快速打出品牌知名度,抢占优质肉桂茶市场定位,提升消费者好感度,进而促进全线产品的销售增长,完成品牌转型。策划通过文献资料收集、发放调查问卷铺设前期准备;通过对外部环境的分析以及品牌、竞品市场调研,洞察潜在消费者、厘清品牌优势;通过产品设计和系列营销活动,打造核心竞争力;设计具有针对性的媒介投放策略,帮助精准传播;利用数据分析、文本研究和消费者体验调研,观测、评估广告效果。通过这个基于AISAS法则的整合营销传播模型建设,帮助典型的传统茶企北岩茶业实现产品有效创新、目标人群革新、品牌印象更新,以及互联网新零售浪潮下的成功转型升级。",2021.0,79.0
231,261,硕士,新型茶饮企业微信营销活动对消费者参与度的影响研究,刘锐敏,上海财经大学,上海财经大学,微信营销;;喜茶;;消费者参与度,"随着人民生活水平的不断提高以及科学技术的进步,新媒体不断涌现。2011年微信上线以来,不断拓展交流新方式,以增加用户数量为核心,不断地提供各式各样的服务。同时全面的人际交流诞生了以“朋友圈”为核心的消费者群体。一方面便于朋友彼此之间的交流分享,另一方面也提供了一个无比重要的营销阵地。另外伴随生产的社会化和行业内外的竞争压力不断增强,为了从根本上增加消费,企业必须研究制定相应有效的营销策略来拓展其营销渠道,提升企业的核心竞争力。因而微信以庞大的人群基数,辅以便捷快速高效的平台,逐渐吸引一批又一批的商家或品牌方入驻。且当前对微信营销策略和消费者行为的研究越来越丰富,那么新型茶饮经营企业借助微信这一利器进行网络营销是时代的必然要求。“网红”一词含义丰富,现在仍没有完备的统一定义,但该词代表着当前社会的焦点,潮流,并且能够带来经济效益的人或者物。喜茶2017年则成为茶饮界的“网红”。喜茶创建于2012年的深圳南山区,只做直营,主要利用社交媒体进行营销。一来节省推广广告费用,二来主要面向年轻消费者群体。当前,喜茶已成为“新型茶饮”的代表,结合中国知网发表的文献以及新闻报道可知喜茶的营销正在不断地扩大影响并且影响着一大批的相关企业,一方面是因为其设计和创意不断地带给消费者新奇体验,正如所宣传的一样--灵感、酷、设计、禅意,另一方面与喜茶的产品营销和销售密不可分,努力地推动茶饮趋向于年轻化、全球化和科技化等。本文从新媒体营销的发展趋势出发,结合大量的微信营销策略和网络消费行为等,同时收集资料对新型茶饮公司的产品及服务进行调查从而提出喜茶微信营销的关键模式和特征,并对企业微信营销的不同场景应用和渠道及其影响因素进行分析梳理。然后,对前人关于消费者行为模型和企业营销策略模型等进行整理回归分析,在此基础上结合喜茶微信营销的现状寻找既往研究的不足之处,同时明确了本文的研究目的和主旨。接着,通过对新型茶饮公司的产品及服务的调查和年轻群体的代表进行交流沟通调研,并结合既往文献研究和不同群体数据分析其微信营销方案的优点,从而提出新型茶饮公司的消费者需求驱动模型以及其对消费者参与度的影响。最后,通过实地调查、文献分析等方法分析其营销特征和模式,结合访谈、问卷、SPSS统计分析等方法,探究植入广告模式、用户模式、购物模式、丰富性、即时性、针对性、互动性、收益性和趣味性等是否会对消费者参与产生影响、影响程度多少,以及感知价值在消费者参与行为影响的过程存在的中介作用,比较普适性微信营销活动和喜茶微信营销活动的关联以及相互作用。总而言之,主要通过建立“微信营销—感知价值—消费者参与度”模型,并进行访谈、调查问卷和数据分析,进行验证。分析结果表明植入广告模式、用户模式、购物模式、即时性、针对性和互动性与微信消费者参与行为有显著影响,感知价值对微信消费者参与行为也有显著影响。同时,感知价值在微信营销模式和特征对微信消费者参与行为影响过程中存在中介作用。此外,本文发现线上线下结合的购物模式相比于以前单纯的线下推销更容易被接受、认可;而微信当下营销随着社交软件而呈现的特征如丰富性是内容型微信营销活动不可缺少的一部分,同时本文发现即时性也扮演越来越重的角色。本文对以上研究结果进行了分析讨论,并在此基础上提出对应新型茶饮企业进行微信营销策略制定时应(1)合理有效利用线上线下结合的场景管理激发消费者参与心理;(2)即时有效分析微信消费群体的个体特征和消费习惯,通过趣味等内容型营销吸引消费者;(3)加大对企业与微信消费者、消费者彼此之间的关系,增强互动性。最后文章最后阐述了本研究的局限,并提出了未来的研究方向。希望对喜茶类企业线上制定微信营销策略提供参考,也希望能够丰富新型茶饮企业消费者行为研究理论等。",2021.0,65.0
232,262,硕士,南西巷茶饮品牌视觉形象设计研究,卓亚楠,河北科技大学,河北科技大学,品牌;;视觉形象设计;;茶饮品牌;;特色化;;南西巷,"伴随着社会经济迅猛增长,物质文明高速发展,人们在追求物质满足的同时,更加注重精神文化层面的发展。越来越多的茶饮行业开始依托品牌视觉形象设计来打造独特的品牌,增加茶饮企业在行业内的市场竞争力。中国茶文化产业作为我国精神文化的重要传播载体之一,在近年来得到蓬勃发展,尤其是更加适应现代快节奏工作和生活的新式茶饮,更是发展迅猛,其中不乏全国连锁的大品牌,也不乏一些本土化的,遍及大街小巷的中小茶饮品牌。要想在现在的市场竞争中获得一席之地,需要加强品牌视觉形象设计的同时,还要满足消费者精神、心理、物质等多方面的需求。因此,在茶饮品牌视觉形象设计的研究中,提升品牌辨识度,增加品牌内涵、提升品牌传播效率等都变得极为重要。本文结合南西巷茶饮品牌,在分析了本文研究背景及意义、研究现状、研究内容与方法、设计创新点的基础上,对茶饮品牌视觉形象设计的基础研究进行了阐释,指出茶饮品牌以及品牌视觉形象设计的理论概述,接着在对南西巷茶饮品牌及其视觉形象设计进行简要介绍的基础上,具体分析了南西巷茶饮品牌视觉形象设计现状,发现其存在品牌形象的特色化不足,品牌形象体系不完整,流于形式、视觉效果陈旧等问题。基于上述问题,本文着重指出了南西巷茶饮品牌视觉形象设计的思路,即精准的品牌定位,突出品牌形象的特色化、完善品牌形象体系,提升品牌形象内涵、全面提升品牌形象的视觉效果,最后本文对南西巷茶饮品牌视觉形象设计实践进行了详细的阐述。",2021.0,135.0
233,263,硕士,图像叙事角度下的产品包装设计研究,王颖婕,中国矿业大学,中国矿业大学,产品包装设计;;图像叙事;;茶饮品牌;;情感共鸣,"随着“视图时代”的到来,人们接受和传递信息的方式越来越多的表现为图像的使用,而图像也在当代文化中越来越多的承担起叙事的功能。如今,市面上各类产品包装层出不穷,消费者早已习惯于主动式推荐消费,图像作为包装传递信息的主要媒介,通过将欲述故事的视觉化再现,从而达到有效传递产品信息,增强消费者对品牌的情感体验,提升消费者的购买欲望的目的。图像叙事角度下的包装设计正是迎合了目前受众的消费观念,这对于当下产品包装设计而言无疑是一种新思路。论文首先对图像叙事进行词源考证,根据图像叙事的概念与特征,明确了图像叙事角度下的产品包装设计本质及表现特征,分析图像叙事介入产品包装设计的关键;其次,以大量优秀的商品包装设计为例证,将图像叙事相关理论与产品包装设计的特性相结合,从二维平面空间、三维立体空间、跨维综合空间、多维互动空间四个层面梳理图像叙事角度下的产品包装设计实现途径和方法。在此基础上,对图像叙事角度下的产品包装设计的实现进行研究,包括凝练产品理念的主题挖掘、引发情感共鸣的情境塑造、构筑视觉导向的情节设置以及再现叙事情景的视觉呈现等四个方面,为设计实践的展开建立理论基础。最后,以南京新式茶饮品牌“拾叁茶”的产品包装为设计对象,通过问卷调研的方式,分析其现有包装存在的问题和优势,明确“拾叁茶”产品包装设计定位以及设计要素,完成图像叙事角度下的“拾叁茶”包装设计实践。在图像叙事的角度下探讨产品包装设计,在实现产品包装基本功能的基础上,充分展示品牌特色和品牌文化,使产品包装传递更加真实生动的产品信息;在增强产品包装趣味性的同时,拉近包装与消费者之间的距离,使之产生情感上的共鸣,从而提升当下产品包装的竞争力。该论文有图98幅,表2个,参考文献80篇。",2021.0,153.0
234,264,硕士,基于系统动力学的服务设计优化方法研究,叶梦舟,河北工业大学,河北工业大学,服务设计;;系统动力学;;服务接触理论;;服务质量;;满意度优化,"随着服务经济时代的到来,服务业在人们日常生活中扮演起越来越重要的角色。服务作为一个综合了多种物质基础、多样化的非物质条件和复杂社会互动的多元设计对像,在设计领域逐渐受到关注,服务质量以及满意度水平成为了量化服务的主要标准。然而,当前服务设计的诸多方法缺乏动态性、系统性以及定量化的分析,设计结果往往受到设计者主观观念的过多影响,且设计的迭代周期往往较为复杂且漫长,设计方案无法进行及时的更新,以适应飞速变化的市场。本文以系统思维为基础,从服务满意度出发,探讨顾客服务期望与服务感知之间的关系,引入系统动力学的理论和分析方法展开定量化的服务设计方法研究。本文主要工作如下:(1)探索服务设计领域未来可能的创新趋势。本文深入分析了服务设计的特征,并结合以往相关文献总结出服务设计将向系统化、可持续化、动态化和意义驱动等方向深入发展,并以此为目标来启发理论及方法创新思考。(2)构建创新服务设计理论框架。基于服务设计和系统动力学共同的发散-收敛往复进行的研究特点,提出了将服务设计定性研究方法与系统动力学定量研究方法结合的创新设计流程。(3)提出基于服务接触理论的定性研究方法。从用户研究以及服务系统分析入手,利用接触点理论将服务行为转化为服务质量指标,为构建系统动力学模型提供基础。(4)构建基于服务质量差距理论的基础模型。利用服务质量差距模型构建了一个涉及满意度水平动态评价的基础系统动力学因果结构模型,并对顾客满意度、服务感知与服务期望之间基本的反馈关系做出了初步假设。(5)以应用实践进行可操作性例证。将所提出的服务设计优化方法与服务业新热点——“网红现制茶饮”的服务系统相结合,证明了本研究提出的创新设计流程与方法具有较强的可操作性和实用性,能够为现代新兴企业应对未来用户及市场需求的快速变化提供预测性建议,指导服务改进方向。本课题旨从方法论层面对服务设计进行了有益探索,提出了基于系统动力学的创新服务设计优化方法,以期扩展服务设计的研究思路。",2021.0,127.0
235,265,硕士,中药代茶饮干预非酒精性脂肪性肝病（湿热蕴结证）的临床疗效观察,王乾皓,北京中医药大学,北京中医药大学,代茶饮;;非酒精性脂肪性肝病;;湿热蕴结证,"非酒精性脂肪性肝病(NAFLD)是消化内科临床常见疾病,也是目前全世界重要的公共健康问题之一。在NAFLD众多危险因素中,饮食因素是其发病的主要因素,加强对NAFLD患者的饮食管理具有非常重要的意义。现有NAFLD饮食管理以现代医学指导下调整饮食结构、控制总热量摄入为主,但仍存在患者依从性不足、饮食管理效果欠佳的情况。历代医家在NAFLD的防治中积累了大量的经验,中医药在治疗NAFLD方面具有优势。本研究以NAFLD湿热蕴结证患者为观察对象,在健康宣教的基础上,对其使用代茶饮干预,通过观察分析患者治疗前后的临床症状、客观指标、生存质量等综合信息,为NAFLD临床治疗提供支撑。研究目的:通过观察分析患者使用代茶饮前后的临床症状、客观指标,确定中药代茶饮干预NAFLD湿热蕴结证的有效性。研究方法:本研究在北京中医药大学东方医院收集西医诊断为NAFLD且中医证型为湿热蕴结的患者72例,随机分为治疗组及对照组。治疗组应用前期制定的饮食调养方案(代茶饮:山楂10g、绞股蓝15g、菊花10g、决明子15g、薏苡仁15g 300-500ml温开水浸泡3分钟,服用1包/次,3次/天)同时对参与者进行健康宣教,对照组仅予以健康宣教。应用制定的临床观察表对治疗组及对照组成员进行定期随访,每4周随访1次,共治疗12周。入组后检查并记录患者的临床症状、肝细胞衰减参数(CAP值)、肝酶、血脂及中医症状积分。12周后再次检查并记录患者治疗前后的临床症状、肝细胞衰减参数(CAP值)、肝功能、血脂等数据,并对两组患者数据进行分析,采用SPSS 20.0统计软件进行相关数据的分析以评估疗效。研究结果:1.中医临床证候:治疗组和对照组中医证候评分均有所降低,差异有统计学意义(P<0.05)。组间比较,治疗组中医临床证候疗效优于对照组,差异有统计学意义(P<0.05)。2.肝细胞衰减参数(CAP值):治疗组和对照组治疗后CAP值均有所降低,差异有统计学意义(P<0.05);组间比较,治疗组在降低CAP值方面优于对照组,差异有统计学意义(P<0.05)。3.肝酶:治疗组和对照组ALT、AST、GGT数值均有所降低,差异有统计学意义(P<0.05);组间比较,治疗组与对照组无明显差异(P>0.05)。4.血脂:治疗组可以降低TG、TC、LDL指标,差异有统计学意义(P<0.05),HDL差异无统计学意义(P>0.05);对照组血脂指标TC、LDL有明显降低,差异有统计学意义(P<0.05),HDL、TG差异无统计学意义(P>0.05);组间比较,治疗组与对照组改善TC、LDL水平差异无统计学意义(P>0.05),治疗组对TG改善优于对照组(P<0.05)。研究结论:治疗组和对照组均改善临床症状,两组均可有效降低NAFLD患者的肝细胞衰减参数(CAP值)、肝酶指标、部分血脂指标。治疗组对临床症状和CAP值、血清TG的改善能力优于对照组。",2021.0,53.0
236,289,期刊,基于新中式风格在茶饮空间设计中的应用研究,陈亚平; 刘长万; 宋军,江西应用科技学院;,西部皮革,新中式风格;;中国茶文化;;茶饮空间设计,"本文针对当前由新中式茶饮空间领域中所产生的中国文化复兴潮,通过对新中式风格的特点进行分析,以及对新中式风格在茶饮空间设计中的运用加以陈述和探析,将中国茶文化与新中式风格茶饮空间进行渗透融合,从而提出新中式风格在现代茶饮空间装饰中运用的观点,以及为新中式茶饮空间设计带来的价值。",2020.0,
